PSM1_position_x	PSM1_position_y	PSM1_position_z	PSM1_orientation_x	PSM1_orientation_y	PSM1_orientation_z	PSM1_orientation_w	PSM1_gripper_angle	PSM2_position_x	PSM2_position_y	PSM2_position_z	PSM2_orientation_x	PSM2_orientation_y	PSM2_orientation_z	PSM2_orientation_w	PSM2_gripper_angle
0.09664539999999999	-0.053957000000000005	0.1073349	0.26383470000000003	-0.2327366	0.7469771	0.5641366	1.01420331	-0.029235400000000005	-0.053004199999999994	0.1037575	-0.1555723	-0.20789320000000003	0.7590934	-0.5969547	0.92942774
0.09662910000000001	-0.053980099999999996	0.1073095	0.2591105	-0.2362446	0.7433901999999999	0.5695799	1.02286054	-0.0292461	-0.053076	0.1037411	-0.15518410000000002	-0.20799859999999998	0.7590596	-0.597062	0.92305732
0.0966185	-0.0539831	0.1072629	0.2509375	-0.2425884	0.7356901	0.5804665	1.02727083	-0.0292122	-0.0533323	0.10358989999999998	-0.15788870000000002	-0.20682440000000002	0.7560258000000001	-0.6005995	0.89953577
0.09662369999999999	-0.053956399999999995	0.1072484	0.2465465	-0.24432800000000002	0.7330091	0.5849926	1.03102775	-0.029149599999999998	-0.053494900000000005	0.10343410000000001	-0.15686960000000003	-0.20723429999999998	0.7535556	-0.6038210999999999	0.88189461
0.09663610000000002	-0.0539279	0.1072516	0.2429676	-0.2465435	0.7308696	0.5882284000000001	1.02890427	-0.0290403	-0.0537494	0.10319790000000001	-0.1585478	-0.2100212	0.7469017	-0.6106484999999999	0.84252869
0.09663560000000002	-0.053901599999999994	0.10724389999999999	0.23906170000000002	-0.2512468	0.7281761	0.5911717	1.03217115	-0.028946499999999997	-0.0540754	0.103027	-0.1678479	-0.2132219	0.7427769000000001	-0.6120833000000001	0.81034991
0.09661310000000001	-0.053877999999999995	0.1072366	0.23691729999999997	-0.2539321	0.7251969	0.5945403	1.02710749	-0.028813799999999997	-0.0542534	0.10296680000000001	-0.17730729999999997	-0.2163402	0.7361109	-0.6163601	0.79907917
0.0966096	-0.053880899999999995	0.1072362	0.23706750000000001	-0.2535274	0.7249631	0.5949380999999999	1.03037437	-0.028526599999999996	-0.0545457	0.10295630000000001	-0.183016	-0.21370909999999999	0.7310653	-0.6215923000000001	0.79042194
0.0965955	-0.053899699999999995	0.10724020000000001	0.235729	-0.2545375	0.7223539000000001	0.5982034	1.03037437	-0.0283041	-0.0548226	0.10287760000000001	-0.1870991	-0.2120379	0.7233437	-0.6299268	0.79058528
0.0965882	-0.0539071	0.10724449999999999	0.2347636	-0.2551623	0.7206675	0.6003470000000001	1.02890427	-0.028145099999999996	-0.0549952	0.10283479999999999	-0.1879263	-0.21398379999999997	0.7199687	-0.6328821	0.79352547
0.0965762	-0.053954499999999996	0.10723479999999999	0.2334654	-0.2562498	0.7180753000000001	0.603488	1.02955765	-0.0277733	-0.055388599999999996	0.10279669999999999	-0.1896305	-0.2156174	0.7147802	-0.6376821999999999	0.81394348
0.0965698	-0.0539855	0.10722449999999999	0.23258800000000002	-0.2564884	0.7173643	0.6045701	1.02988434	-0.0272153	-0.0560086	0.10271140000000001	-0.1967378	-0.2270811	0.7053238000000001	-0.6420645	0.87536085
0.09656310000000001	-0.0539823	0.1072414	0.2288445	-0.2584038	0.7145602	0.6084911	1.03723482	-0.026572500000000002	-0.056624	0.1027218	-0.20379370000000002	-0.2320105	0.6978399000000001	-0.6462651999999999	0.86507017
0.0965694	-0.054006399999999996	0.1072339	0.22742220000000002	-0.2596909	0.714309	0.6087713	1.02988434	-0.0255873	-0.0573153	0.1028748	-0.20379260000000002	-0.23217670000000004	0.6956526	-0.6485599	0.91178658
0.0965758	-0.05400459999999999	0.10724449999999999	0.22509720000000003	-0.261077	0.7133265999999999	0.6101928000000001	1.03004768	-0.02515	-0.0577447	0.10282899999999999	-0.2060774	-0.2343299	0.6937757	-0.6490738	0.92240394
0.0965738	-0.053989999999999996	0.10725510000000002	0.22329339999999998	-0.2623957	0.7120321999999999	0.6117996	1.03004768	-0.024477099999999998	-0.058215499999999996	0.1027184	-0.20769920000000003	-0.2359589	0.6922566	-0.6495885	0.92256729
0.0965673	-0.0539778	0.10725989999999999	0.21998910000000002	-0.2656389	0.7097228	0.6142754	1.02955765	-0.023873500000000002	-0.0585915	0.1027797	-0.20723070000000002	-0.2363388	0.6916675	-0.6502273000000001	0.93236793
0.0965668	-0.0539862	0.107249	0.2176356	-0.2685976	0.7080473	0.6157589	1.02743418	-0.0228303	-0.05932040000000001	0.1028263	-0.209024	-0.2413397	0.6880736	-0.6516278	0.94641552
0.0965818	-0.05396519999999999	0.10727080000000001	0.21153960000000002	-0.2694856	0.7080582	0.6174805	1.03053771	-0.0224513	-0.05960650000000001	0.10279719999999999	-0.20842829999999998	-0.2420525	0.6880618000000001	-0.6515666999999999	0.94951906
0.096592	-0.053995100000000004	0.1072308	0.2103626	-0.2719707	0.7055991	0.6196041999999999	1.02776086	-0.0220637	-0.0602054	0.1027288	-0.20944320000000002	-0.24671220000000002	0.6857439999999999	-0.651937	0.97075379
0.09659960000000001	-0.0540154	0.10721220000000001	0.2080482	-0.27328909999999995	0.704626	0.6209116	1.0293943	-0.0214762	-0.0609043	0.1028971	-0.212128	-0.2489544	0.6841273	-0.6519151	0.9759808
0.0966163	-0.0540399	0.107181	0.2067342	-0.2742074	0.7047825	0.620768	1.02841424	-0.0214434	-0.0613933	0.1028516	-0.2152015	-0.249365	0.6837928000000001	-0.6511013000000001	0.98202453
0.0966242	-0.0540677	0.10714680000000001	0.2081195	-0.27613259999999995	0.7025781	0.6219494000000001	1.03462131	-0.0213373	-0.0618419	0.10300810000000002	-0.2193366	-0.24872429999999998	0.683863	-0.6498916	0.98447469
0.0966348	-0.0540929	0.107128	0.208277	-0.2760187	0.7025515	0.6219774	1.03151778	-0.0214972	-0.0622644	0.10319890000000001	-0.22506210000000001	-0.2467734	0.6845002	-0.6480041999999999	0.97434735
0.0966382	-0.0541126	0.10710979999999999	0.20830639999999997	-0.2760712	0.7025680000000001	0.6219255	1.03151778	-0.0215447	-0.0623459	0.10325930000000001	-0.22708710000000001	-0.24527270000000004	0.6848162	-0.6475334	0.9674869
0.0966536	-0.054148400000000006	0.10709269999999999	0.2085183	-0.2762305	0.7024765000000001	0.6218871	1.03021103	-0.021892599999999998	-0.0626811	0.1036363	-0.23240429999999998	-0.2440884	0.6857892	-0.6450599	0.96569012
0.096661	-0.0541769	0.1070749	0.2084261	-0.2763117	0.7024314	0.6219329	1.03037437	-0.022147099999999996	-0.0628512	0.1039156	-0.232808	-0.2431431	0.6872004	-0.6437682	0.96160652
0.0966625	-0.054214599999999995	0.1070491	0.20827489999999999	-0.2764282	0.7023629	0.6220091999999999	1.02596408	-0.0222903	-0.06294	0.1040721	-0.2334877	-0.24253539999999998	0.6872687	-0.6436784000000001	0.96471005
0.0966723	-0.054275199999999996	0.1070164	0.2083762	-0.2767396	0.7022259	0.6219914000000001	1.03380459	-0.0225607	-0.0631447	0.10435239999999998	-0.2336137	-0.24378289999999997	0.6877378000000001	-0.6426595	0.96422002
0.09667460000000001	-0.054308	0.1069943	0.2084	-0.2768445	0.7022406	0.6219201999999999	1.03102775	-0.0227759	-0.0631941	0.1045059	-0.23470549999999998	-0.2422674	0.6878835	-0.6426789	0.96225989
0.09667730000000001	-0.05432819999999999	0.106977	0.20806260000000001	-0.27703649999999996	0.7020849	0.6221234	1.03070106	-0.022930700000000002	-0.0632825	0.10463130000000001	-0.2345268	-0.24205700000000002	0.6886503	-0.6420018	0.96323996
0.09667680000000001	-0.054335900000000006	0.10697550000000002	0.2071951	-0.2773536	0.7016765	0.6227321	1.03919495	-0.0229792	-0.0633225	0.10468569999999999	-0.2346218	-0.24208490000000002	0.6887059	-0.641897	0.96323996
0.0966801	-0.0543438	0.10696649999999999	0.20721820000000002	-0.27743340000000005	0.7016901	0.6226735999999999	1.02890427	-0.023063	-0.0633649	0.1047979	-0.23415010000000003	-0.241652	0.6892931999999999	-0.6416018	0.96356665
0.0966842	-0.05434	0.106959	0.20726329999999998	-0.277381	0.7017116999999999	0.6226575	1.03168112	-0.023093000000000002	-0.0633767	0.1048434	-0.2341978	-0.2418098	0.6892411	-0.6415810000000001	0.96291327
0.0966872	-0.054345000000000004	0.10694980000000001	0.2072712	-0.2774002	0.7017169	0.6226404999999999	1.03135443	-0.0231352	-0.0634087	0.10490230000000002	-0.2359507	-0.242468	0.6878055000000001	-0.6422306	0.96503674
0.09669	-0.0543496	0.10694780000000001	0.20726689999999998	-0.27749179999999996	0.7017161	0.6226020999999999	1.03282453	-0.0232124	-0.063456	0.1050095	-0.23549970000000003	-0.2421886	0.6880656999999999	-0.6422228	0.96650684
0.0966911	-0.054352	0.1069471	0.20733289999999996	-0.27749509999999994	0.7017471	0.6225436	1.03315122	-0.023288999999999997	-0.0635107	0.1051366	-0.2370462	-0.2426458	0.6867449000000001	-0.6428946	0.96520009
0.0966893	-0.0543581	0.1069404	0.2072118	-0.27756390000000003	0.701788	0.6225071999999999	1.03102775	-0.0233607	-0.0635875	0.105253	-0.23725079999999998	-0.2429534	0.686431	-0.6430383000000001	0.96258658
0.0966915	-0.0543716	0.1069318	0.2073364	-0.2774778	0.7018443	0.6224406	1.03543804	-0.0234383	-0.0636597	0.105374	-0.2367949	-0.24251839999999997	0.6868864	-0.6428842	0.96291327
0.0966905	-0.05437569999999999	0.10692919999999999	0.2073969	-0.277735	0.7015023	0.6226913000000001	1.0364181	-0.023497	-0.06372180000000001	0.10547460000000002	-0.2369696	-0.2434285	0.6865465999999999	-0.6428389	0.96095314
0.0966875	-0.0543797	0.1069137	0.20826350000000002	-0.2787122	0.7004362	0.6231651999999999	1.03200781	-0.023663	-0.0639683	0.1058378	-0.236959	-0.24426170000000003	0.6868304000000001	-0.6422232	0.96144317
0.0966923	-0.05439630000000001	0.10690799999999999	0.20726109999999998	-0.2788642	0.7009989999999999	0.6227984999999999	1.03184447	-0.0238062	-0.06413959999999999	0.10609280000000001	-0.23721109999999998	-0.24459560000000002	0.6870328	-0.6417864000000001	0.96160652
0.0966939	-0.0544068	0.10690419999999999	0.2073571	-0.2787948	0.7010415	0.6227499	1.03298787	-0.0238907	-0.064356	0.1064085	-0.2371958	-0.24563600000000002	0.6872959	-0.6411127	0.95833964
0.0966919	-0.0544092	0.106901	0.2073051	-0.27886409999999995	0.7010201	0.6227602	1.03413128	-0.024007499999999998	-0.06466770000000001	0.10687839999999998	-0.23759120000000003	-0.2472326	0.6873675	-0.6402751999999999	0.9578496
0.09669080000000001	-0.0544134	0.10689589999999999	0.2072562	-0.2789383	0.7010003	0.6227655	1.03168112	-0.0240786	-0.0648821	0.10719100000000001	-0.23811010000000002	-0.2485395	0.6872232	-0.6397311999999999	0.95801295
0.09669610000000001	-0.0544203	0.10689560000000001	0.2073038	-0.27890909999999997	0.7010183000000001	0.6227425	1.03723482	-0.0240924	-0.0651279	0.1075508	-0.2378882	-0.24975250000000002	0.6874960999999999	-0.6390477	0.95556279
0.0966951	-0.0544221	0.1068937	0.2069479	-0.2793171	0.7008598	0.6228563	1.03282453	-0.0241274	-0.0652182	0.10769660000000002	-0.2382836	-0.2496115	0.6874183	-0.6390392	0.95948304
0.0966949	-0.0544251	0.10689389999999999	0.2061134	-0.27961329999999995	0.700846	0.6230157	1.03282453	-0.0241778	-0.0655908	0.1082391	-0.2385597	-0.2525539	0.6870691	-0.638155	0.95719623
0.0966947	-0.0544332	0.1068882	0.20576149999999999	-0.27987890000000004	0.7007795	0.6230875	1.03004768	-0.0241824	-0.0658416	0.10860530000000002	-0.2386491	-0.2532614	0.6872411999999999	-0.6376556999999999	0.95490941
0.0966948	-0.054440999999999996	0.1068848	0.20591460000000003	-0.2797613	0.7007545000000001	0.6231180000000001	1.03821488	-0.0242356	-0.0659087	0.10871789999999999	-0.2388266	-0.25310679999999997	0.6872575	-0.637633	0.95605282
0.0966946	-0.0544502	0.1068808	0.2046024	-0.2807624	0.7002461999999999	0.6236710999999999	1.03478466	-0.0244643	-0.0660715	0.10901680000000001	-0.23919369999999998	-0.25244079999999997	0.6870939	-0.6379358	0.93873835
0.09669630000000001	-0.0544798	0.1068636	0.2052208	-0.2804595	0.7005336999999999	0.6232812	1.03658144	-0.024406900000000002	-0.0660865	0.1091025	-0.24087020000000003	-0.2516851	0.6866813	-0.6380478	0.94102516
0.0966932	-0.0544995	0.1068539	0.2040011	-0.281509	0.700166	0.6236215	1.03690813	-0.024356299999999997	-0.066067	0.10908239999999998	-0.2397116	-0.2528064	0.6870034	-0.637694	0.93628819
0.0966933	-0.054511800000000006	0.10684819999999999	0.20333510000000002	-0.2818594	0.7002335	0.623605	1.03805154	-0.0242859	-0.0659808	0.10905260000000001	-0.23883189999999999	-0.25357060000000003	0.686634	-0.6381184	0.92991777
0.09669349999999999	-0.054526099999999994	0.1068387	0.20326029999999998	-0.2821636	0.7001104	0.62363	1.0293943	-0.024228799999999998	-0.06581849999999999	0.10908039999999998	-0.2386074	-0.2532417	0.6865031999999999	-0.6384736	0.92305732
0.0966943	-0.054538199999999995	0.10683279999999999	0.2034934	-0.282017	0.7002176999999999	0.6234998	1.03413128	-0.024237099999999998	-0.0657377	0.1091385	-0.2384746	-0.2534101	0.6864595	-0.6385033	0.92158722
0.0966943	-0.0545404	0.1068316	0.2033183	-0.2822219	0.7001387	0.623553	1.03102775	-0.0242622	-0.06565189999999999	0.10922219999999999	-0.23843209999999998	-0.2531866	0.6864581	-0.6386094	0.92599751
0.0966928	-0.0545504	0.1068246	0.2035654	-0.2821473	0.7001616	0.6234803000000001	1.03119109	-0.0242882	-0.06565510000000001	0.10925810000000001	-0.2383638	-0.2533273	0.6865713000000001	-0.6384574000000001	0.91832034
0.0966952	-0.054562599999999996	0.1068188	0.2033336	-0.2824545	0.7000561	0.6235353	1.02547405	-0.0242945	-0.0656679	0.1092576	-0.23832579999999998	-0.2533236	0.6866677	-0.6383694000000001	0.91717693
0.0966929	-0.054577999999999995	0.10680869999999999	0.2035295	-0.2822952	0.7001477	0.6234408	1.03429463	-0.024286000000000002	-0.065677	0.10923319999999999	-0.23830789999999996	-0.2533751	0.6866812	-0.6383411	0.91979044
0.0966934	-0.0545924	0.1068018	0.203578	-0.2822952	0.70017	0.6233998000000001	1.03413128	-0.0242868	-0.06566720000000001	0.109243	-0.2382789	-0.2533826	0.6866595	-0.6383723000000001	0.91750362
0.0966941	-0.054601	0.1067971	0.2032648	-0.2826361	0.6999328	0.623614	1.02988434	-0.0242867	-0.0656657	0.10924380000000002	-0.2382779	-0.2533807	0.686658	-0.6383751	0.92191391
0.0966916	-0.0546011	0.1067971	0.202681	-0.2828515	0.6997542	0.6239066	1.03331456	-0.0242888	-0.0656801	0.10923859999999999	-0.2383451	-0.2533366	0.6866932	-0.6383295	0.91799365
0.09668910000000001	-0.0546187	0.1067838	0.2033286	-0.28312719999999997	0.6994100999999999	0.6239566999999999	1.03380459	-0.024291	-0.0656702	0.1092369	-0.23837670000000002	-0.2535072	0.6866544	-0.6382918000000001	0.91587018
0.09668860000000001	-0.054619799999999996	0.1067807	0.20335	-0.2832037	0.6993286	0.6240064000000001	1.03396794	-0.024297799999999998	-0.0656786	0.10921889999999998	-0.23873920000000004	-0.25508539999999996	0.6862305999999999	-0.6379832	0.91423674
0.096691	-0.054632900000000005	0.1067764	0.2031975	-0.2834224	0.6992579000000001	0.6240359999999999	1.03282453	-0.0243166	-0.06569889999999999	0.1091798	-0.2394991	-0.2579397	0.6854198	-0.6374221999999999	0.91129654
0.0966918	-0.0546409	0.10677069999999998	0.2032958	-0.2834142	0.6993047	0.6239551999999999	1.03249784	-0.0243319	-0.0656952	0.10916949999999999	-0.2395158	-0.2578426	0.685663	-0.6371935999999999	0.91162323
0.0966914	-0.0546489	0.1067623	0.2033551	-0.2833835	0.6993339	0.6239170999999999	1.03315122	-0.0243985	-0.0656857	0.10911689999999999	-0.2398165	-0.25932039999999995	0.6852745	-0.6368986999999999	0.91129654
0.09669370000000001	-0.0546562	0.10675499999999999	0.2033676	-0.2834026	0.6993402	0.6238973000000001	1.03102775	-0.0244401	-0.065675	0.1090893	-0.2399236	-0.258912	0.6856055999999999	-0.6366681	0.90949976
