Pre-Shift Frame,Frame,Timestamp,PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z
89,2298,1674854352322.04,-37688.4857142857,-60793.3714285714,123532.771428571,124775.771428571,42312.2571428571,-40625.5714285714,1.14800000191,-0.173999994993,-0.249882313024451,-1.32906713955909,2.80865283008551,-1.88639183251572,0.872878864463829,2.51237015718432
90,2299,1674854352355.37,-37689.2380952381,-60815.5952380952,123582.142857143,124754.69047619,42318.0238095238,-40609.619047619,1.14800000191,-0.173999994993,-0.152604188467057,-0.777069933354617,1.65200656686171,-0.88797362093605,0.274848269222891,0.895980355224461
91,2300,1674854352388.7,-37693.9285714286,-60835.5357142857,123623.035714286,124738.142857143,42315.7857142857,-40599.0714285714,1.14800000191,-0.173999994993,-0.140133076066672,-0.59875040854777,1.26881737953438,-0.569461585498617,0.123702392562181,0.417660607399572
92,2301,1674854352422.03,-37692.2,-60852.88,123660.56,124725.08,42319.36,-40588.68,1.1228000259424,-0.173999994993,-0.0371468283395884,-0.595145294580851,1.27801351568967,-0.506965006126896,0.0710353445337098,0.368951088705827
93,2302,1674854352455.36,-37670.3725490196,-60881.137254902,123727.68627451,124709.31372549,42319.1960784314,-40576.0392156863,1.11800003052,-0.173999994993,0.188673543758638,-0.655485640974419,1.45557931548379,-0.45381303679322,0.0117236700249951,0.335831888022345
94,2303,1674854352488.69,-37649.3333333333,-60915.4666666667,123799,124692.566666667,42323,-40561.6,1.11800003052,-0.173999994993,0.445997476513399,-0.79939010387453,1.75981993828024,-0.455807643946985,0.0721501816958002,0.37475194025423
95,2304,1674854352522.02,-37632.9375,-60931.8125,123836.8125,124683.4375,42322,-40556.5625,1.11800003052,-0.173999994993,0.592684420457872,-0.789404604918676,1.76270236262427,-0.416466897315467,0.0264028570407951,0.321207425583432
96,2305,1674854352555.35,-37597.7272727273,-60947,123883.072727273,124675.818181818,42321.4727272727,-40546.8909090909,1.11800003052,-0.173999994993,0.726525253775216,-0.658694291219853,1.55402151126434,-0.334989377246572,0.0227689905846473,0.291512591650883
97,2306,1674854352588.68,-37573.4,-60957.45,123914.65,124675,42323,-40541,1.11800003052,-0.173999994993,0.759409276365229,-0.419875102222324,1.15661526374064,-0.175683883227746,1.11883470830613E-07,0.206020550702755
98,2307,1674854352622.01,-37546.3548387097,-60961.3225806452,123932.806451613,124675,42323.3225806452,-40540.6774193548,1.11800003052,-0.173999994993,0.865912956685173,-0.295130393240421,0.960035582635454,-0.0843833004884102,0.0132272100438673,0.158866752291235
99,2308,1674854352655.34,-37500.5777777778,-60963.9555555556,123955.2,124674.911111111,42326.4666666667,-40538.9333333333,1.11800003052,-0.173999994993,0.971591613458197,-0.169572880868428,0.721345484198739,-0.00907165290582164,0.0499443831930644,0.0795839609554284
100,2309,1674854352688.67,-37402.1212121212,-60961.9696969697,123989.03030303,124669.484848485,42327.1818181818,-40561.5757575758,1.11800003052,-0.173999994993,1.71296237220087,-0.0452012384165322,0.743878152719204,-0.0551572990795835,0.0418223184137101,-0.205779329950089
101,2310,1674854352722,-37332.5294117647,-60959.2352941176,124010.647058824,124658.705882353,42328.2352941177,-40605.7647058824,1.11800003052,-0.173999994993,2.13847541446149,0.0208752496325453,0.778486157634951,-0.162958277395785,0.0491320623296236,-0.650941329154105
102,2311,1674854352755.33,-37311,-60959.0652173913,124018.695652174,124638.239130435,42324.1739130435,-40691.652173913,1.11800003052,-0.173999994993,1.89597366397441,0.0489084911630881,0.635022007547565,-0.366755310578084,-0.0229293483829954,-1.52733616395491
103,2312,1674854352788.66,-37314.0833333333,-60957.9583333333,124026.125,124620.458333333,42324.625,-40764.4166666667,1.11800003052,-0.173999994993,0.880468065821732,0.0401178230355635,0.370984736749138,-0.490313626539485,-0.025570271214601,-2.0286094729737
104,2313,1674854352821.99,-37341.0967741935,-60931.0322580645,124049.709677419,124613.967741935,42337,-40787,1.11800003052,-0.173999994993,-0.0856837947038538,0.28205797387635,0.390664291417077,-0.447424901288934,0.0876559495081905,-1.81252898479602
105,2314,1674854352855.32,-37402.3191489362,-60836,124119.85106383,124610.744680851,42387.3617021277,-40779.3829787234,1.11800003052,-0.173999994993,-0.913280902803589,1.23077244761393,1.01165345504037,-0.274972651075992,0.631939636739007,-0.877399061595938
106,2315,1674854352888.65,-37471.8181818182,-60711.8787878788,124222.515151515,124613.484848485,42453.4242424242,-40738.6363636364,1.11800003052,-0.173999994993,-1.57750762912352,2.46104488282356,1.9641008420062,-0.0697414584570223,1.28812305658262,0.25783119381504
107,2316,1674854352921.98,-37498.3333333333,-60604.0666666667,124318.733333333,124618.666666667,42459.5333333333,-40723.6,1.09000005722267,-0.173999994993,-1.57252424901473,3.26998434025043,2.69050682407904,0.0469940372905513,1.22545784602408,0.634064905085455
108,2317,1674854352955.31,-37485.0508474576,-60393.7288135593,124536.745762712,124634.915254237,42399.4915254237,-40707.5423728814,1.08800005913,-0.173999994993,-0.827402877072631,4.42315290479615,4.1693616731784,0.241729540979316,0.121314919193743,0.718479207090062
109,2318,1674854352988.64,-37458.9090909091,-60216.6363636364,124756.818181818,124645.181818182,42303.6363636364,-40702.1818181818,1.08800005913,-0.173999994993,0.12910543192375,4.95292089810571,5.34356825614546,0.31700140616287,-1.49803210145504,0.364581450862723
110,2319,1674854353021.97,-37438.0952380952,-60112.2619047619,124913.833333333,124645.976190476,42188.0476190476,-40718.2857142857,1.06733338038333,-0.173999994993,0.602441699458661,4.91854091730904,5.95159733095403,0.273122662254215,-2.71512931358301,0.053148440080134
111,2320,1674854353055.3,-37328.3023255814,-59993.0465116279,125144.744186047,124634.162790698,42037.8837209302,-40745.9767441861,1.05700004101,-0.173999994993,1.56764022350841,4.00722732210758,6.08059416164777,-0.00752461819712589,-3.61643823411012,-0.384380857580062
112,2321,1674854353088.63,-37215.3214285714,-59960.8928571429,125278.821428571,124611.142857143,42007.2142857143,-40759.75,1.04307142751714,-0.173999994993,2.43612280183082,2.55768719432651,5.22055210821611,-0.340424541181096,-2.96451252892979,-0.575739051587896
113,2322,1674854353121.96,-37186.8260869565,-59967.0434782609,125325.217391304,124601.130434783,42005.1304347826,-40763.1304347826,1.01265213800561,-0.173999994993,2.51294519202792,1.4523284492118,4.11425218329172,-0.448503042268143,-1.82935273691061,-0.448492011906319
114,2323,1674854353155.29,-37139.0425531915,-59963.914893617,125385.638297872,124597.489361702,42009.7021276596,-40767.4468085106,0.954787223896958,-0.173999994993,1.89279084259173,0.291346987214307,2.40918621149076,-0.366771793720786,-0.281845703233341,-0.21472262114116
115,2324,1674854353188.62,-37160.5,-59887.6818181818,125485.045454545,124595.454545455,42011.7727272727,-40775.2272727273,0.903272742575,-0.173999994993,0.548267827494303,0.732181891748253,2.06244167005941,-0.156898438996297,0.0455888676223116,-0.154787843273043
116,2325,1674854353221.95,-37154.5357142857,-59807.9285714286,125605.678571429,124593.535714286,42011.1785714286,-40781.3928571429,0.875999987125,-0.173999994993,0.322935700280703,1.59131031163622,2.8048945530867,-0.0759547629801623,0.0604872298937773,-0.182642511413458
117,2326,1674854353255.28,-37081.9761904762,-59746.7380952381,125811.380952381,124581.476190476,42004.2619047619,-40797.6190476191,0.855285721165929,-0.173999994993,0.570719798391551,2.17198593370634,4.25785118722721,-0.160147492217442,-0.0544075857392475,-0.301752310711438
118,2327,1674854353288.61,-36999.9268292683,-59789.6829268293,126041.951219512,124547.658536585,41988.7804878049,-40833.1707317073,0.846000015736,-0.173999994993,1.60588896929503,0.980090467400621,5.5696103932935,-0.478006909608325,-0.229944893756302,-0.579491632408472
119,2328,1674854353321.94,-37025.5454545455,-59857.4545454545,126173.727272727,124521.909090909,41981.0909090909,-40850.7272727273,0.846000015736,-0.173999994993,1.29002670001138,-0.495313074939942,5.68105145574795,-0.716338074800222,-0.300906572044726,-0.693413157987358
120,2329,1674854353355.27,-37063.2142857143,-59969.1904761905,126320.452380952,124492.928571429,41982.7619047619,-40852.6428571429,0.86119048368381,-0.173999994993,0.187632735329897,-2.22475421958426,5.09123187650305,-0.885566680560423,-0.215021439047872,-0.550293261145178
121,2330,1674854353388.6,-37051.8333333333,-60347.0208333333,126544.25,124413.979166667,42064.0833333333,-40838.0208333333,0.884999990463333,-0.173999994993,-0.519121205520331,-5.57390886536239,5.02348238659766,-1.33692248403675,0.753095602219051,-0.0485082507706233
122,2331,1674854353421.93,-37103.25,-60825.34375,126641.3125,124288.9375,42191.84375,-40804.84375,0.90499997139,-0.173999994993,-0.777128705163496,-9.67985288970464,4.67631040817021,-2.32994894232403,2.10773776699487,0.458881258750843
123,2332,1674854353455.26,-37106.6923076923,-61053,126685.384615385,124201,42300.5384615385,-40773.5384615385,0.90499997139,-0.173999994993,-0.434827283287859,-10.8391611113956,3.64966947426511,-2.91957420529124,3.17807932881236,0.791122573279259
124,2333,1674854353488.59,-37124.9047619048,-61282.4761904762,126724.238095238,124095.214285714,42447.6190476191,-40700,0.923452363128095,-0.173999994993,-0.730789418132917,-9.35550223178826,1.80006384968202,-3.18796929393721,3.83574108538232,1.38034556292202
125,2334,1674854353521.92,-37190.9555555556,-61482.5333333333,126798.466666667,123991.2,42610.9555555556,-40541.6222222222,0.927999997139333,-0.173999994993,-0.877146052562363,-6.57255233830864,1.57170059028597,-2.9776734074524,4.19153934994945,2.63248395744212
126,2335,1674854353555.25,-37147.7777777778,-61536.5,126904.361111111,123945.916666667,42650.1388888889,-40424.6111111111,0.90600001812,-0.173999994993,-0.410899665987728,-4.83548686967579,2.18998426014959,-2.55109008225766,3.49635767906299,3.48962588920447
127,2336,1674854353588.58,-37154.4444444444,-61558.4444444445,126943.222222222,123930.222222222,42653.5555555556,-40373.1111111111,0.90600001812,-0.173999994993,-0.295430514245509,-2.7599667218439,2.19006058017928,-1.65008939549647,2.05957817442543,3.26921974978281
